nmfreq,tauO,tauO,tauO,tauO,cO,cO,cO,cO,omegaO,omegaO,omegaO,omegaO
2.2700000e+01,5.0000000e+01,4.9751244e+01,2.2339192e+01,6.3688387e+00,3.0880007e-02,2.1987088e-02,2.0148049e-02,2.6567821e-02,2.2748069e+01,2.2838510e+01,2.2938398e+01,2.3101749e+01
2.2800000e+01,5.0000000e+01,4.9751244e+01,2.2373545e+01,6.3894394e+00,3.0803058e-02,2.1907106e-02,2.0044556e-02,2.6390288e-02,2.2848029e+01,2.2938464e+01,2.3038286e+01,2.3201275e+01
2.2900000e+01,5.0000000e+01,4.9751244e+01,2.2601354e+01,6.4172226e+00,3.0726111e-02,2.1849223e-02,1.9876491e-02,2.6242190e-02,2.2947957e+01,2.3038398e+01,2.3138190e+01,2.3300395e+01
2.3000000e+01,5.0000000e+01,4.9751244e+01,2.2693825e+01,6.4385875e+00,3.0656892e-02,2.1780044e-02,1.9750919e-02,2.6067358e-02,2.3047934e+01,2.3138442e+01,2.3238250e+01,2.3400006e+01
2.3100000e+01,5.0000000e+01,4.9751244e+01,2.2814148e+01,6.4631865e+00,3.0576729e-02,2.1708480e-02,1.9625370e-02,2.5911765e-02,2.3147865e+01,2.3238331e+01,2.3338046e+01,2.3499250e+01
2.3200000e+01,5.0000000e+01,4.9751244e+01,2.3032318e+01,6.4891379e+00,3.0508128e-02,2.1653121e-02,1.9461918e-02,2.5756740e-02,2.3247824e+01,2.3338365e+01,2.3438119e+01,2.3598622e+01
2.3300000e+01,5.0000000e+01,4.9751244e+01,2.3065668e+01,6.5098393e+00,3.0433198e-02,2.1575188e-02,1.9364072e-02,2.5586713e-02,2.3347784e+01,2.3438320e+01,2.3538011e+01,2.3698172e+01
2.3400000e+01,5.0000000e+01,4.9751244e+01,2.3306863e+01,6.5379866e+00,3.0358653e-02,2.1518996e-02,1.9201962e-02,2.5445102e-02,2.3447716e+01,2.3538262e+01,2.3637927e+01,2.3797329e+01
2.3500000e+01,5.0000000e+01,4.9751244e+01,2.3401109e+01,6.5594027e+00,3.0291238e-02,2.1451279e-02,1.9082667e-02,2.5277468e-02,2.3547694e+01,2.3638307e+01,2.3737991e+01,2.3896965e+01
2.3600000e+01,5.0000000e+01,4.9751244e+01,2.3529371e+01,6.5844913e+00,3.0213419e-02,2.1381964e-02,1.8961633e-02,2.5128839e-02,2.3647626e+01,2.3738200e+01,2.3837795e+01,2.3996229e+01
2.3700000e+01,5.0000000e+01,4.9751244e+01,2.3737443e+01,6.6092171e+00,3.0149918e-02,2.1327284e-02,1.8808873e-02,2.4973686e-02,2.3747602e+01,2.3838285e+01,2.3937951e+01,2.4095767e+01
2.3800000e+01,5.0000000e+01,4.9751244e+01,2.3804080e+01,6.6320127e+00,3.0074040e-02,2.1253282e-02,1.8708246e-02,2.4818255e-02,2.3847548e+01,2.3938197e+01,2.4037780e+01,2.4195194e+01
2.3900000e+01,5.0000000e+01,4.9751244e+01,2.4076398e+01,6.6603511e+00,3.0005413e-02,2.1201812e-02,1.8544607e-02,2.4680035e-02,2.3947494e+01,2.4038197e+01,2.4137799e+01,2.4294461e+01
2.4000000e+01,5.0000000e+01,4.9751244e+01,2.4120757e+01,6.6809687e+00,2.9936635e-02,2.1129476e-02,1.8448311e-02,2.4516568e-02,2.4047468e+01,2.4138201e+01,2.4237784e+01,2.4394127e+01
2.4100000e+01,5.0000000e+01,4.9751244e+01,2.4336252e+01,6.7087290e+00,2.9862253e-02,2.1069825e-02,1.8308843e-02,2.4382071e-02,2.4147397e+01,2.4238113e+01,2.4337636e+01,2.4493313e+01
2.4200000e+01,5.0000000e+01,4.9751244e+01,2.4513157e+01,6.7329969e+00,2.9798309e-02,2.1011532e-02,1.8175370e-02,2.4230925e-02,2.4247371e+01,2.4338171e+01,2.4437739e+01,2.4592884e+01
2.4300000e+01,5.0000000e+01,4.9751244e+01,2.4586685e+01,6.7558792e+00,2.9724354e-02,2.0939799e-02,1.8078124e-02,2.4083050e-02,2.4347318e+01,2.4438085e+01,2.4537570e+01,2.4692322e+01
2.4400000e+01,5.0000000e+01,4.9751244e+01,2.4876481e+01,6.7848248e+00,2.9657599e-02,2.0889574e-02,1.7920189e-02,2.3950624e-02,2.4447266e+01,2.4538089e+01,2.4637596e+01,2.4791613e+01
2.4500000e+01,5.0000000e+01,4.9751244e+01,2.4921043e+01,6.8056067e+00,2.9590370e-02,2.0818909e-02,1.7828936e-02,2.3793923e-02,2.4547239e+01,2.4638091e+01,2.4737579e+01,2.4891296e+01
2.4600000e+01,5.0000000e+01,4.9751244e+01,2.5153915e+01,6.8338283e+00,2.9518134e-02,2.0761112e-02,1.7693477e-02,2.3665644e-02,2.4647171e+01,2.4738008e+01,2.4837441e+01,2.4990504e+01
2.4700000e+01,5.0000000e+01,4.9751244e+01,2.5339394e+01,6.8584086e+00,2.9455747e-02,2.0703932e-02,1.7565923e-02,2.3520411e-02,2.4747146e+01,2.4838067e+01,2.4937545e+01,2.5090101e+01
2.4800000e+01,5.0000000e+01,4.9751244e+01,2.5410113e+01,6.8815160e+00,2.9383617e-02,2.0633752e-02,1.7474744e-02,2.3377950e-02,2.4847093e+01,2.4937980e+01,2.5037379e+01,2.5189566e+01
2.4900000e+01,5.0000000e+01,4.9751244e+01,2.5713201e+01,6.9101175e+00,2.9322030e-02,2.0585727e-02,1.7321395e-02,2.3245926e-02,2.4947057e+01,2.5038039e+01,2.5137499e+01,2.5288997e+01
